CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0431,Male,0,No,No,15,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Credit card (automatic),53.37,782.86,No
CUST0432,Female,0,No,No,40,Yes,Yes,DSL,No,No,One year,Yes,Bank transfer (automatic),49.83,1979.76,No
CUST0433,Male,1,No,Yes,6,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.65,108.45,No
CUST0434,Female,0,No,No,63,Yes,Yes,DSL,No,No,Month-to-month,No,Electronic check,48.93,3091.51,No
CUST0435,Female,0,No,No,67,No,No phone service,Fiber optic,No,No,Two year,Yes,Credit card (automatic),84.58,5689.05,No
CUST0436,Female,0,No,Yes,11,Yes,No,Fiber optic,No,No,Month-to-month,No,Credit card (automatic),109.55,1232.4,No
CUST0437,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,One year,No,Electronic check,93.75,3996.23,No
CUST0438,Female,1,No,No,17,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Credit card (automatic),49.39,834.05,No
CUST0439,Male,0,No,No,4,No,No phone service,DSL,No,No,One year,Yes,Electronic check,49.19,164.45,No
CUST0440,Male,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.98,1589.95,Yes
CUST0441,Male,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.91,2203.67,No
CUST0442,Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,One year,No,Bank transfer (automatic),26.97,1146.19,No
CUST0443,Male,0,No,Yes,5,Yes,Yes,DSL,No,No,Two year,Yes,Mailed check,53.57,240.91,No
CUST0444,Female,0,No,No,32,Yes,No,DSL,No,Yes,Month-to-month,Yes,Electronic check,71.08,2253.7,No
CUST0445,Female,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Mailed check,90.16,6346.29,No
CUST0446,Male,0,No,Yes,35,No,No phone service,DSL,Yes,Yes,One year,Yes,Mailed check,71.28,2490.65,No
CUST0447,Male,0,Yes,No,22,No,No phone service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.96,523.52,No
CUST0448,Female,1,Yes,No,65,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Bank transfer (automatic),103.69,6739.31,Yes
CUST0449,Male,1,Yes,No,22,Yes,No,DSL,Yes,No,Two year,No,Credit card (automatic),54.29,1152.83,No
CUST0450,Female,0,Yes,No,11,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.32,426.05,Yes
CUST0451,Female,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),26.84,89.33,No
CUST0452,Female,0,Yes,No,9,Yes,No,DSL,No,No,Two year,Yes,Credit card (automatic),71.54,619.51,No
CUST0453,Female,0,No,No,60,Yes,No,Fiber optic,No,Yes,One year,Yes,Bank transfer (automatic),99.28,5963.17,No
CUST0454,Female,1,No,No,14,Yes,No,DSL,No,No,Month-to-month,No,Electronic check,65.09,868.95,No
CUST0455,Male,0,No,No,18,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,97.03,1776.53,No
CUST0456,Male,0,No,No,23,Yes,Yes,DSL,No,No,Month-to-month,No,Electronic check,52.71,1254.86,Yes
CUST0457,Female,0,No,No,47,Yes,No,Fiber optic,No,No,Two year,Yes,Bank transfer (automatic),74.96,3560.56,No
CUST0458,Female,0,Yes,No,69,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.31,2006.57,No
CUST0459,Male,0,No,Yes,47,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),77.77,3637.77,No
CUST0460,Male,0,No,No,30,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Mailed check,54.28,1581.91,No
CUST0461,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,85.37,2149.39,Yes
CUST0462,Male,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.54,2790.61,No
CUST0463,Female,0,No,No,25,Yes,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),34.29,853.18,No
CUST0464,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card (automatic),94.28,5509.0,No
CUST0465,Female,0,No,No,41,Yes,No,DSL,No,Yes,Month-to-month,Yes,Credit card (automatic),60.48,2446.47,Yes
CUST0466,Male,0,No,No,25,Yes,No,DSL,No,No,Month-to-month,Yes,Mailed check,55.38,1335.47,No
CUST0467,Female,0,Yes,No,48,Yes,No,Fiber optic,No,No,One year,Yes,Bank transfer (automatic),97.45,4634.93,No
CUST0468,Male,0,Yes,No,10,Yes,No,DSL,Yes,Yes,One year,No,Credit card (automatic),73.53,707.64,No
CUST0469,Male,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,102.75,1083.58,Yes
CUST0470,Female,0,Yes,No,21,Yes,No,DSL,No,No,One year,Yes,Electronic check,58.99,1239.07,No
CUST0471,Male,0,Yes,No,45,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,64.64,2890.21,No
CUST0472,Female,1,No,Yes,7,Yes,No,Fiber optic,No,No,Two year,No,Electronic check,88.67,588.74,No
CUST0473,Male,0,Yes,No,64,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.94,1301.17,No
CUST0474,Female,0,No,No,64,Yes,No,No,No internet service,No internet service,One year,No,Electronic check,19.43,1213.97,No
CUST0475,Male,0,Yes,No,2,Yes,No,DSL,Yes,No,Two year,Yes,Electronic check,65.1,148.96,No
CUST0476,Female,0,No,Yes,42,Yes,No,Fiber optic,No,No,Two year,Yes,Electronic check,73.01,3051.35,No
CUST0477,Male,0,Yes,No,54,Yes,No,DSL,No,No,Month-to-month,No,Mailed check,51.14,2762.74,No
CUST0478,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,106.82,1752.51,Yes
CUST0479,Male,0,No,No,18,Yes,No,Fiber optic,Yes,Yes,One year,No,Bank transfer (automatic),97.38,1706.58,No
CUST0480,Female,0,No,No,59,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.8,1581.23,No
CUST0481,Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,Two year,No,Electronic check,20.85,369.04,Yes
CUST0482,Female,0,No,Yes,6,Yes,Yes,Fiber optic,No,No,One year,Yes,Mailed check,101.63,618.58,No
CUST0483,Male,0,Yes,No,57,Yes,No,Fiber optic,No,Yes,One year,No,Electronic check,73.02,4139.83,No
CUST0484,Female,0,No,No,47,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.82,921.31,No
CUST0485,Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,One year,Yes,Electronic check,26.39,1284.75,No
CUST0486,Female,0,Yes,No,42,Yes,Yes,DSL,No,No,One year,Yes,Credit card (automatic),48.68,2083.64,No
CUST0487,Male,0,No,Yes,60,Yes,No,DSL,Yes,Yes,Two year,Yes,Bank transfer (automatic),73.89,4387.51,No
CUST0488,Female,0,No,No,4,No,No phone service,Fiber optic,No,No,Month-to-month,Yes,Electronic check,86.92,304.83,No
CUST0489,Male,0,Yes,No,2,Yes,No,DSL,No,No,Month-to-month,Yes,Electronic check,52.65,87.81,Yes
CUST0490,Male,0,No,No,59,Yes,No,DSL,Yes,No,Month-to-month,Yes,Credit card (automatic),69.41,4068.47,Yes
CUST0491,Female,0,No,Yes,27,Yes,Yes,DSL,Yes,No,Month-to-month,No,Bank transfer (automatic),63.56,1692.61,No
CUST0492,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,One year,No,Mailed check,78.2,2083.53,No
CUST0493,Male,0,No,No,7,No,No phone service,DSL,Yes,No,Two year,No,Bank transfer (automatic),60.47,392.87,No
CUST0494,Female,0,Yes,No,63,Yes,No,DSL,No,No,Month-to-month,Yes,Bank transfer (automatic),56.31,3510.59,No
CUST0495,Male,0,No,Yes,46,No,No phone service,DSL,Yes,No,Two year,Yes,Bank transfer (automatic),72.66,3385.76,No
CUST0496,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.82,1969.08,Yes
CUST0497,Male,1,No,Yes,12,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,31.37,346.88,No
CUST0498,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,72.77,920.64,Yes
CUST0499,Male,1,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),80.3,3496.2,No
CUST0500,Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),34.45,611.22,No
CUST0501,Male,0,Yes,No,63,Yes,No,DSL,No,No,Month-to-month,Yes,Electronic check,62.41,3960.8,No
CUST0502,Male,0,Yes,No,36,Yes,Yes,DSL,Yes,Yes,One year,No,Credit card (automatic),71.64,2539.52,No
CUST0503,Male,1,No,Yes,8,Yes,No,DSL,Yes,Yes,Month-to-month,No,Credit card (automatic),59.21,507.31,Yes
CUST0504,Female,0,Yes,No,69,No,No phone service,DSL,Yes,No,Two year,Yes,Credit card (automatic),67.4,4641.42,No
CUST0505,Male,0,Yes,No,36,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),101.23,3620.56,No
CUST0506,Male,0,No,No,28,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.42,803.34,Yes
CUST0507,Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Electronic check,99.44,4705.9,No
CUST0508,Male,1,No,Yes,30,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),90.52,2743.47,No
CUST0509,Female,0,Yes,No,23,No,No phone service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.81,793.63,No
CUST0510,Female,0,No,Yes,16,Yes,No,DSL,No,Yes,Two year,No,Electronic check,46.43,785.69,No
CUST0511,Male,0,Yes,No,14,Yes,Yes,DSL,Yes,No,One year,Yes,Electronic check,52.39,707.27,No
CUST0512,Female,1,Yes,Yes,71,Yes,No,Fiber optic,Yes,No,One year,Yes,Credit card (automatic),91.4,6481.79,No
CUST0513,Male,1,No,No,52,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Electronic check,90.46,4655.38,Yes
CUST0514,Female,0,Yes,No,37,Yes,No,DSL,Yes,No,Month-to-month,Yes,Credit card (automatic),50.55,1908.28,No
CUST0515,Female,0,No,No,29,Yes,No,Fiber optic,No,No,Month-to-month,No,Electronic check,107.43,3080.93,Yes
CUST0516,Male,1,Yes,No,67,Yes,No,Fiber optic,No,Yes,Two year,Yes,Electronic check,88.32,5953.59,No
CUST0517,Female,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,Two year,Yes,Mailed check,75.1,1109.44,Yes
CUST0518,Female,0,No,No,47,No,No phone service,Fiber optic,Yes,No,Two year,No,Electronic check,87.31,4090.38,No
CUST0519,Female,1,Yes,Yes,46,Yes,Yes,DSL,No,No,Two year,No,Bank transfer (automatic),55.74,2517.95,No
CUST0520,Female,0,No,No,52,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Mailed check,71.83,3717.85,No
CUST0521,Female,0,No,Yes,19,No,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,92.45,1795.39,Yes
CUST0522,Male,0,No,No,21,Yes,No,DSL,No,No,Month-to-month,No,Electronic check,74.41,1515.16,Yes
CUST0523,Female,1,No,No,64,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.19,1858.79,Yes
CUST0524,Male,1,Yes,No,37,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,107.74,3939.52,No
CUST0525,Female,1,Yes,Yes,27,No,No phone service,DSL,No,Yes,Month-to-month,No,Credit card (automatic),65.37,1752.08,Yes
CUST0526,Male,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,One year,Yes,Mailed check,103.56,5663.06,No
CUST0527,Male,1,No,No,29,Yes,Yes,Fiber optic,No,No,Two year,Yes,Electronic check,84.67,2430.65,No
CUST0528,Female,1,No,No,20,Yes,Yes,DSL,No,No,One year,Yes,Mailed check,70.85,1454.76,No
CUST0529,Female,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,Two year,No,Electronic check,22.8,563.6,No
CUST0530,Female,0,No,No,70,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,29.45,2038.88,Yes
CUST0531,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,74.98,4732.67,Yes
CUST0532,Female,0,No,No,36,Yes,No,DSL,Yes,No,One year,Yes,Credit card (automatic),51.33,1812.09,No
CUST0533,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),75.5,126.94,Yes
CUST0534,Male,0,No,Yes,22,No,No phone service,Fiber optic,Yes,No,Month-to-month,No,Credit card (automatic),109.93,2423.08,Yes
CUST0535,Male,0,No,Yes,16,Yes,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,47.34,731.19,No
CUST0536,Female,0,Yes,Yes,18,Yes,Yes,DSL,No,No,Month-to-month,No,Electronic check,57.82,1058.67,No
CUST0537,Female,0,Yes,No,69,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.04,2278.91,Yes
CUST0538,Male,0,Yes,No,54,Yes,No,DSL,Yes,No,Month-to-month,No,Bank transfer (automatic),71.96,3913.04,No
CUST0539,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card (automatic),92.85,2830.32,No
CUST0540,Female,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,One year,No,Electronic check,76.0,3381.58,No
CUST0541,Male,0,No,Yes,19,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,101.36,1909.31,No
CUST0542,Female,0,No,No,34,Yes,No,DSL,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.61,2314.69,No
CUST0543,Male,0,No,Yes,13,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.15,292.07,No
CUST0544,Female,0,Yes,No,43,Yes,No,Fiber optic,No,No,Month-to-month,No,Credit card (automatic),98.63,4272.12,No
CUST0545,Male,1,No,No,62,Yes,Yes,Fiber optic,No,No,One year,Yes,Bank transfer (automatic),105.56,6570.71,No
CUST0546,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,One year,No,Credit card (automatic),103.43,2273.9,No
CUST0547,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,One year,Yes,Mailed check,94.33,4908.94,No
CUST0548,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.97,1774.39,No
CUST0549,Female,1,No,No,36,Yes,Yes,Fiber optic,No,Yes,One year,Yes,Credit card (automatic),90.13,3250.23,No
CUST0550,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,One year,Yes,Credit card (automatic),100.75,1943.38,No
CUST0551,Male,1,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.01,1223.76,No
CUST0552,Female,0,No,No,70,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,74.15,5167.03,No
CUST0553,Male,1,Yes,Yes,57,Yes,No,DSL,No,No,Month-to-month,No,Mailed check,68.08,3897.31,No
CUST0554,Female,0,No,Yes,20,Yes,No,DSL,Yes,No,One year,Yes,Mailed check,66.68,1319.75,No
CUST0555,Male,1,No,No,9,No,No phone service,No,No internet service,No internet service,One year,Yes,Credit card (automatic),25.24,231.65,No
CUST0556,Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,83.29,2664.04,Yes
CUST0557,Female,0,Yes,No,4,No,No phone service,Fiber optic,No,No,One year,No,Electronic check,86.45,333.92,No
CUST0558,Female,0,Yes,Yes,50,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.11,4727.39,No
CUST0559,Female,0,No,Yes,5,Yes,No,DSL,No,Yes,Month-to-month,Yes,Electronic check,51.13,294.04,Yes
CUST0560,Female,0,No,No,20,Yes,Yes,Fiber optic,No,No,Two year,No,Electronic check,89.72,1744.92,No
CUST0561,Female,1,Yes,Yes,37,Yes,No,DSL,Yes,Yes,Two year,Yes,Mailed check,67.96,2557.88,No
CUST0562,Male,1,No,Yes,22,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Bank transfer (automatic),76.51,1684.37,No
CUST0563,Male,0,No,No,58,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,71.69,4178.09,Yes
CUST0564,Male,0,Yes,No,68,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Credit card (automatic),92.35,6315.36,No
CUST0565,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,91.78,4035.03,Yes
CUST0566,Female,0,No,Yes,34,Yes,Yes,No,No internet service,No internet service,Two year,No,Credit card (automatic),18.6,665.9,No
CUST0567,Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,Two year,Yes,Mailed check,97.81,4075.78,No
CUST0568,Female,0,Yes,No,9,Yes,No,DSL,No,No,One year,Yes,Electronic check,51.01,425.01,No
CUST0569,Male,0,Yes,Yes,7,No,No phone service,DSL,Yes,No,Month-to-month,No,Electronic check,48.4,354.55,No
CUST0570,Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,No,One year,No,Electronic check,83.76,5732.69,No
CUST0571,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,19.59,411.45,No
CUST0572,Male,0,No,No,31,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,33.66,1057.83,No
CUST0573,Male,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Mailed check,23.85,837.3,No
CUST0574,Female,0,No,Yes,57,Yes,Yes,DSL,No,No,One year,Yes,Bank transfer (automatic),56.37,3196.23,Yes
CUST0575,Male,1,No,No,61,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,101.73,6253.53,Yes
CUST0576,Female,0,No,No,31,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,100.76,3105.53,Yes
CUST0577,Male,0,Yes,No,53,Yes,No,DSL,No,No,Month-to-month,No,Bank transfer (automatic),48.58,2599.16,No
CUST0578,Female,0,Yes,Yes,32,Yes,No,DSL,No,No,Two year,No,Credit card (automatic),48.08,1541.76,No
CUST0579,Female,0,No,Yes,66,No,No phone service,No,No internet service,No internet service,Month-to-month,No,Electronic check,33.45,2218.55,Yes
CUST0580,Female,1,No,No,59,Yes,No,DSL,Yes,Yes,Month-to-month,No,Electronic check,62.8,3694.55,No
CUST0581,Female,0,Yes,No,10,Yes,No,DSL,Yes,No,Month-to-month,No,Credit card (automatic),50.68,553.28,No
CUST0582,Male,0,Yes,No,2,Yes,No,DSL,No,No,Two year,Yes,Electronic check,55.84,118.85,Yes
CUST0583,Female,0,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.52,1662.1,No
CUST0584,Female,1,No,No,60,Yes,No,Fiber optic,Yes,No,Two year,Yes,Electronic check,96.04,5713.16,No
CUST0585,Female,1,No,No,17,Yes,No,Fiber optic,Yes,Yes,Two year,No,Credit card (automatic),77.11,1318.14,No
CUST0586,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,Two year,No,Electronic check,32.75,545.72,No
CUST0587,Female,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Credit card (automatic),97.32,1581.63,No
CUST0588,Male,0,No,Yes,46,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,80.04,3722.34,Yes
CUST0589,Female,1,No,No,39,Yes,No,DSL,No,No,Month-to-month,Yes,Bank transfer (automatic),47.2,1791.24,No
CUST0590,Male,0,Yes,Yes,31,Yes,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,47.68,1428.11,No
CUST0591,Male,1,No,No,1,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,34.11,31.34,No
CUST0592,Female,0,No,No,11,Yes,No,Fiber optic,No,No,One year,Yes,Bank transfer (automatic),73.33,759.56,No
CUST0593,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,77.42,357.13,No
CUST0594,Female,0,No,No,71,Yes,No,Fiber optic,No,No,Two year,No,Credit card (automatic),78.77,5564.88,No
CUST0595,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,Month-to-month,No,Mailed check,80.31,2085.33,Yes
CUST0596,Female,0,No,No,50,Yes,Yes,DSL,Yes,No,One year,No,Credit card (automatic),62.89,3100.61,No
CUST0597,Male,0,No,No,12,Yes,No,DSL,No,No,Two year,No,Mailed check,60.02,722.44,No
CUST0598,Male,0,No,Yes,65,Yes,Yes,DSL,Yes,No,One year,Yes,Credit card (automatic),74.45,4827.25,No
CUST0599,Female,0,No,Yes,47,Yes,No,DSL,No,Yes,Two year,Yes,Credit card (automatic),69.93,3241.18,No
CUST0600,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,One year,No,Electronic check,28.83,1511.5,No
CUST0601,Male,0,No,Yes,71,Yes,No,DSL,No,Yes,Two year,No,Credit card (automatic),52.63,3725.87,No
CUST0602,Female,1,No,No,2,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Credit card (automatic),68.18,185.35,Yes
CUST0603,Female,1,Yes,No,24,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Electronic check,104.69,2483.35,Yes
CUST0604,Female,1,No,No,4,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.86,119.92,No
CUST0605,Male,1,No,Yes,19,Yes,Yes,DSL,No,Yes,Month-to-month,No,Electronic check,73.33,1442.0,Yes
CUST0606,Male,0,Yes,No,26,Yes,No,DSL,No,No,Month-to-month,No,Credit card (automatic),45.58,1214.28,Yes
CUST0607,Male,0,No,No,40,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,77.71,3157.74,No
CUST0608,Female,0,No,Yes,50,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,97.54,4923.83,No
CUST0609,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Mailed check,80.9,3477.65,Yes
CUST0610,Female,0,No,No,67,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.74,2213.22,No
CUST0611,Male,0,Yes,No,12,No,No phone service,No,No internet service,No internet service,Two year,No,Credit card (automatic),34.21,371.56,No
CUST0612,Female,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.48,1969.27,Yes
CUST0613,Female,0,Yes,No,27,No,No phone service,Fiber optic,Yes,No,One year,Yes,Mailed check,74.0,2028.9,No
CUST0614,Female,0,No,Yes,54,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,105.25,5684.03,Yes
CUST0615,Female,0,No,Yes,66,Yes,No,DSL,No,No,Two year,Yes,Bank transfer (automatic),64.72,4291.79,No
CUST0616,Male,0,Yes,No,49,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Mailed check,21.41,1073.67,No
CUST0617,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,One year,No,Mailed check,89.5,1407.35,No
CUST0618,Female,1,No,Yes,2,Yes,Yes,DSL,No,No,One year,Yes,Electronic check,47.99,133.55,Yes
CUST0619,Male,0,Yes,Yes,60,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,95.82,5745.18,No
CUST0620,Male,0,No,Yes,54,Yes,Yes,DSL,No,No,Two year,Yes,Electronic check,69.44,3720.78,No
CUST0621,Female,1,No,Yes,30,Yes,No,Fiber optic,Yes,No,Two year,Yes,Bank transfer (automatic),71.65,2186.04,No
CUST0622,Female,1,No,Yes,38,Yes,Yes,Fiber optic,Yes,No,Two year,No,Mailed check,106.75,4048.28,No
CUST0623,Male,1,No,Yes,28,Yes,No,Fiber optic,No,No,One year,No,Credit card (automatic),94.36,2667.11,No
CUST0624,Female,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,29.46,741.3,No
CUST0625,Male,0,No,No,10,Yes,No,DSL,Yes,Yes,Two year,No,Electronic check,53.66,524.79,Yes
CUST0626,Female,0,No,No,60,No,No phone service,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),88.87,5363.19,Yes
CUST0627,Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,One year,No,Mailed check,104.75,4407.95,No
CUST0628,Female,0,Yes,Yes,40,No,No phone service,Fiber optic,No,Yes,Month-to-month,No,Electronic check,86.59,3452.66,No
CUST0629,Male,0,No,No,42,Yes,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.27,1022.3,No
CUST0630,Male,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Mailed check,70.81,3367.61,No
CUST0631,Male,0,Yes,No,37,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Credit card (automatic),76.34,2778.13,Yes
CUST0632,Female,0,Yes,No,22,Yes,Yes,DSL,No,Yes,One year,No,Mailed check,47.21,1074.94,No
CUST0633,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.24,1424.68,No
CUST0634,Male,0,No,No,27,Yes,No,Fiber optic,Yes,Yes,One year,No,Electronic check,93.3,2533.03,No
CUST0635,Female,0,No,Yes,41,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,75.73,3147.15,No
CUST0636,Female,0,No,No,34,Yes,No,DSL,Yes,No,Month-to-month,Yes,Credit card (automatic),50.75,1690.67,No
CUST0637,Male,1,Yes,No,32,Yes,No,DSL,No,No,One year,Yes,Credit card (automatic),72.34,2321.58,No
CUST0638,Male,0,No,No,66,Yes,No,Fiber optic,Yes,No,Two year,Yes,Electronic check,89.83,5955.22,No
CUST0639,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,Two year,Yes,Electronic check,33.77,431.0,No
CUST0640,Female,0,No,Yes,40,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,101.03,4043.76,Yes
CUST0641,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),34.98,362.27,No
CUST0642,Female,0,No,No,48,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer (automatic),105.61,5095.03,Yes
CUST0643,Female,0,No,No,20,Yes,No,Fiber optic,No,No,Month-to-month,No,Bank transfer (automatic),88.87,1811.5,No
CUST0644,Male,0,Yes,No,39,Yes,No,DSL,No,No,Month-to-month,Yes,Mailed check,70.42,2772.56,Yes
CUST0645,Female,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.67,1345.6,No
CUST0646,Male,1,No,No,66,Yes,No,DSL,Yes,Yes,Two year,No,Mailed check,69.68,4648.55,No
CUST0647,Male,0,Yes,No,65,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.95,2070.2,No
